,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
4,D1_51/15_3,31 -- 44,RC,RG,2~3,1006.0,5030.0,RG6175,,
5,,,,,,,,,,
6,D1_51/15_4,44 -- 57,RC,RG,2~3,1011.1,5055.5,RG6175,,
7,,,,,,,,Ni - 44,,
8,D1_51/15_5,57 -- 70,RC,RG,2~3,1006.2,5031.0,RG6175,,
9,,,,,,,,,,
10,D1_51/15_6,70 -- 83,RC,RG,2~3,1003.6,5018.0,RG6175,,
11,,,,,,,,,,
12,,,,,TOTAL,5032.4,25162.0,,,
0,B1_04/16_1,0 -- 16,RC,RG,2~3,1250.5,6252.5,RG6175,,
1,,,,,,,,B1_45/15_8,,
2,B1_04/16_2,16 -- 29,RC,RG,2~3,1002.8,5014.0,RG6175,,
3,,,,,,,,,,
4,B1_04/16_3,29 -- 42,RC,RG,2~3,1008.1,5040.5,RG6175,,
5,,,,,,,,,,
6,B1_04/16_4,42 -- 55,RC,RG,2~3,1005.1,5025.5,RG6175,,
7,,,,,,,,Ni - 42,,
8,B1_04/16_5,55 -- 67,RC,RG,2~3,1006.4,5032.0,RG6175,,
9,,,,,,,,,,
10,B1_04/16_6,67 -- 80,RC,RG,2~3,1012.4,5062.0,RG6175,,
11,,,,,,,,,,
12,B1_04/16_7,80 -- 95,RC,RG,2~3,1259.1,6295.5,RG6175,,
13,,,,,,,,B1_45/15_1,,
14,,,,,,,,,,
15,,,,,TOTAL,7544.4,37722.0,,,
0,B1_07/16_1,0 -- 16,RC,RG,2~3,1255.0,6275.0,RG6175,,
1,,,,,,,,B1_47/15_7,,
2,B1_07/16_2,16 -- 29,RC,RG,2~3,1002.4,5012.0,RG22255,,
3,,,,,,,,,,
4,B1_07/16_3,29 -- 39,RC,RD,10,777.9,3889.5,RD10RC,,
5,,,,,,,,,,
6,B1_07/16_4,39 -- 49,RC,SQ,5,905.4,4527.0,SQ5RC,,
7,,,,,,,,Ni - 39,,
8,B1_07/16_5,49 -- 63,RC,RD,12,1190.6,5953.0,RD12RC,,
9,,,,,,,,,,
10,B1_07/16_6,63 -- 75,RC,RG,2~3,817.7,4088.5,RG22255,,
11,,,,,,,,,,
12,B1_07/16_7,75 -- 85,RC,RG,2~3,704.9,3524.5,RG22255,,
13,,,,,,,,,,
14,B1_07/16_8,85 -- 100,RC,RG,2~3,1253.6,6268.0,RG6175,,
15,,,,,,,,B1_47/15_1,,
16,,,,,,,,,,
17,,,,,TOTAL,7907.5,39537.5,,,
0,D1_07/16_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
2,D1_07/16_2,18 -- 31,RC,RG,2~3,1010.3,5051.5,RG22255,,
3,,,,,,,,,,
4,D1_07/16_3,31 -- 41,RC,CU,10*8,766.9,3834.5,CU10X8RC,,
5,,,,,,,,,,
6,D1_07/16_4,41 -- 51,RC,CU,10*8,905.2,4526.0,CU10X8RC,,
7,,,,,,,,Ni - 41,,
8,D1_07/16_5,51 -- 60,RC,CU,10*8,798.7,3993.5,CU10X8RC,,
9,,,,,,,,,,
10,D1_07/16_6,60 -- 71,RC,RG,2~3,805.9,4029.5,RG22255,,
11,,,,,,,,,,
12,D1_07/16_7,71 -- 81,RC,RG,2~3,771.7,3858.5,RG22255,,
13,,,,,,,,,,
14,,,,,TOTAL,5058.7,25293.5,,,
0,B1_10/16_1,0 -- 17,RC,RG,2~3,1251.2,6256.0,RG6175,,
1,,,,,,,,,,
2,B1_10/16_2,17 -- 24,RC,RD,14,529.9,2649.5,RD14RC,,
3,,,,,,,,,,
4,B1_10/16_3,24 -- 36,MC,CU,12,1011.6,5058.0,CUT30321,,
5,,,,,,,,,,
6,B1_10/16_4,36 -- 43,SC,MQ,MX,536.7,2683.5,CUT25157,,
7,,,,,,,,Ni - 36,,
8,B1_10/16_5,43 -- 51,RC,RD,8,707.7,3538.5,RD8RC,,
9,,,,,,,,,,
10,B1_10/16_6,51 -- 63,RC,CU,10,968.2,4841.0,CUT30320,,
11,,,,,,,,,,
12,B1_10/16_7,63 -- 72,MC,RD,12,750.9,3754.5,CUT30325,,
13,,,,,,,,,,
14,B1_10/16_8,72 -- 81,SC,PS,15*10,750.5,3752.5,PS15X10SC,,
15,,,,,,,,,,
16,B1_10/16_9,81 -- 98,RC,RG,2~3,1268.1,6340.5,RG6175,,
17,,,,,,,,,,
18,,,,,TOTAL,7774.8,38874.0,,,
0,B1_12/16_1,0 -- 17,RC,RG,3~5,1220.0,6100.0,RG6176,,
1,,,,,,,,,,
2,B1_12/16_2,17 -- 30,RC,PF-RD,15,1053.2,5266.0,PF15379,,
3,,,,,,,,,,
4,B1_12/16_3,30 -- 44,MC,OT,16*12,1230.8,6154.0,CUT30281,,
5,,,,,,,,,,
6,B1_12/16_4,44 -- 56,MC,OT,14*10,1018.0,5090.0,CUT30280,,
7,,,,,,,,Ni - 44,,
8,B1_12/16_5,56 -- 65,RC,PF-RD,11,612.1,3060.5,PF15375,,
9,,,,,,,,,,
10,B1_12/16_6,65 -- 80,RC,PF-RD,13,1232.2,6161.0,PF15377,,
11,,,,,,,,,,
12,B1_12/16_7,80 -- 96,RC,RG,3~5,1213.2,6066.0,RG6176,,
13,,,,,,,,,,
14,,,,,TOTAL,7579.5,37897.5,,,
0,B1_19/16_1,0 -- 15,RC,RG,2~3,1214.5,6072.5,RG6175,,
1,,,,,,,,B1_49/15_7,,
2,B1_19/16_2,15 -- 23,RC,CU,9*7,607.3,3036.5,CU9X7RC,,
3,,,,,,,,,,
4,B1_19/16_3,23 -- 37,RC,CU,7,1302.8,6514.0,CU7RC,,
5,,,,,,,,,,
6,B1_19/16_4,37 -- 50,RC,RD,7,1131.0,5655.0,RD7RC,,
7,,,,,,,,Ni - 37,,
8,B1_19/16_5,50 -- 58,RC,OV,7*5,631.3,3156.5,OV7X5RC,,
9,,,,,,,,,,
10,B1_19/16_6,58 -- 71,RC,OV,8*6,1222.9,6114.5,OV8X6RC,,
11,,,,,,,,,,
12,B1_19/16_7,71 -- 83,RC,RD,8,1000.0,5000.0,RD8RC,,
13,,,,,,,,,,
14,B1_19/16_8,83 -- 98,RC,RG,2~3,1218.4,6092.0,RG6175,,
15,,,,,,,,B1_49/15_1,,
16,,,,,,,,,,
17,,,,,TOTAL,8328.2,41641.0,,,
0,D1_19/16_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
2,D1_19/16_2,18 -- 30,RC,CU,9,1109.5,5547.5,CU9RC,,
3,,,,,,,,,,
4,D1_19/16_3,30 -- 39,RC,CU,9*7,764.7,3823.5,CU9X7RC,,
5,,,,,,,,,,
6,D1_19/16_4,39 -- 50,RC,CU,7*5,1059.8,5299.0,CU7X5RC,,
7,,,,,,,,Ni - 39,,
8,D1_19/16_5,50 -- 62,RC,CU,7*5,1074.9,5374.5,CU7X5RC,,
9,,,,,,,,,,
10,D1_19/16_6,62 -- 77,RC,OV,10*8,1359.1,6795.5,OV10X8RC,,
11,,,,,,,,,,
12,D1_19/16_7,77 -- 83,RC,CU,11*9,549.6,2748.0,CU11X9RC,,
13,,,,,,,,,,
14,,,,,TOTAL,5917.6,29588.0,,,
0,B1_21/16_1,0 -- 15,RC,RG,2~3,1208.5,6042.5,RG6175,,
1,,,,,,,,B1_01/16_7,,
2,B1_21/16_2,15 -- 26,RC,RG,9~10,759.0,3795.0,RG22364,,
3,,,,,,,,,,
4,B1_21/16_3,26 -- 36,RC,RG,3~4,693.9,3469.5,RG22339,,
5,,,,,,,,,,
6,B1_21/16_4,36 -- 45,RC,RG,3~4,644.3,3221.5,RG22339,,
7,,,,,,,,Ni - 36,,
8,B1_21/16_5,45 -- 54,RC,RG,4~5,657.9,3289.5,RG22359,,
9,,,,,,,,,,
10,B1_21/16_6,54 -- 63,RC,RG,4~5,643.0,3215.0,RG22359,,
11,,,,,,,,,,
12,B1_21/16_7,63 -- 73,RC,RG,5~6,656.5,3282.5,RG22360,,
13,,,,,,,,,,
14,B1_21/16_8,73 -- 82,RC,RG,5~6,709.2,3546.0,RG22360,,
15,,,,,,,,,,
16,B1_21/16_9,82 -- 97,RC,RG,2~3,1201.6,6008.0,RG6175,,
17,,,,,,,,B1_01/16_1,,
18,,,,,,,,,,
19,,,,,TOTAL,7173.9,35869.5,,,
0,B1_23/16_1,0 -- 16,RC,RG,2~3,1268.1,6340.5,RG6175,,
1,,,,,,,,B1_10/16_9,,
2,B1_23/16_2,16 -- 28,MD,RG,3~5,923.7,4618.5,RG6266,,
3,,,,,,,,,,
4,B1_23/16_3,28 -- 40,MD,RG,3~5,903.4,4517.0,RG6266,,
5,,,,,,,,,,
6,B1_23/16_4,40 -- 53,MD,RG,3~5,907.3,4536.5,RG6266,,
7,,,,,,,,Ni - 40,,
8,B1_23/16_5,53 -- 62,MD,RG,3~5,724.4,3622.0,RG6266,,
9,,,,,,,,,,
10,B1_23/16_6,62 -- 75,MD,RG,5~9,908.8,4544.0,RG6267,,
11,,,,,,,,,,
12,B1_23/16_7,75 -- 85,MD,RG,5~9,726.4,3632.0,RG6267,,
13,,,,,,,,,,
14,B1_23/16_8,85 -- 100,RC,RG,2~3,1251.2,6256.0,RG6175,,
15,,,,,,,,B1_10/16_1,,
16,,,,,,,,,,
17,,,,,TOTAL,7613.3,38066.5,,,
0,D1_23/16_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
2,D1_23/16_2,18 -- 30,RC,RG,6~7,911.3,4556.5,RG22289,,
3,,,,,,,,,,
4,D1_23/16_3,30 -- 43,RC,RG,6~7,915.0,4575.0,RG22289,,
5,,,,,,,,,,
6,D1_23/16_4,43 -- 55,RC,RG,6~7,916.5,4582.5,RG22289,,
7,,,,,,,,Ni - 43,,
8,D1_23/16_5,55 -- 68,RC,RG,6~7,873.5,4367.5,RG22289,,
9,,,,,,,,,,
10,D1_23/16_6,68 -- 79,RC,RG,7~8,817.4,4087.0,RG22290,,
11,,,,,,,,,,
12,,,,,TOTAL,4433.7,22168.5,,,
0,B1_25/16_1,0 -- 15,RC,RG,3~5,1213.2,6066.0,RG6176,,
1,,,,,,,,B1_12/16_7,,
2,B1_25/16_2,15 -- 26,RC,PF-OT,14*10,874.0,4370.0,PF15419,,
3,,,,,,,,,,
4,B1_25/16_3,26 -- 38,RC,PF-OT,14*10,879.3,4396.5,PF15419,,
5,,,,,,,,,,
6,B1_25/16_4,38 -- 48,RC,PF-RD,13,752.1,3760.5,PF15422,,
7,,,,,,,,Ni - 38,,
8,B1_25/16_5,48 -- 58,RC,PF-RD,13,792.1,3960.5,PF15422,,
9,,,,,,,,,,
10,B1_25/16_6,58 -- 70,RC,PF-RD,13,907.8,4539.0,PF15397,,
11,,,,,,,,,,
12,B1_25/16_7,70 -- 82,RC,PF-RD,13,986.9,4934.5,PF15397,,
13,,,,,,,,,,
14,B1_25/16_8,82 -- 98,RC,RG,3~5,1220.0,6100.0,RG6176,,
15,,,,,,,,B1_12/16_1,,
16,,,,,,,,,,
17,,,,,TOTAL,7625.4,38127.0,,,
0,B1_27/16_1,0 -- 16,RC,RG,2~3,1249.9,6249.5,RG6209,,
1,,,,,,,,,,
2,B1_27/16_2,16 -- 25,MC,OV,FREE,614.7,3073.5,CUT30249,,
3,,,,,,,,,,
4,B1_27/16_3,25 -- 36,SC,OV,FREE,929.6,4648.0,CUT30380,,
5,,,,,,,,,,
6,B1_27/16_4,36 -- 51,MC,OV,FREE,1236.6,6183.0,CUT30287,,
7,,,,,,,,Ni - 36,,
8,B1_27/16_5,51 -- 60,MC,CU,16*12,715.0,3575.0,CUT30347,,
9,,,,,,,,,,
10,B1_27/16_6,60 -- 68,SC,OV,18*13,563.7,2818.5,CUT30379,,
11,,,,,,,,,,
12,B1_27/16_7,68 -- 80,MC,OV,20*15,1052.8,5264.0,CUT30286,,
13,,,,,,,,,,
14,B1_27/16_8,80 -- 97,RC,RG,2~3,1266.4,6332.0,RG6209,,
15,,,,,,,,,,
16,,,,,TOTAL,7628.7,38143.5,,,
0,D1_27/16_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
2,D1_27/16_2,18 -- 30,RC,RG,2~3,979.7,4898.5,RG6209,,
3,,,,,,,,,,
4,D1_27/16_3,30 -- 43,RC,RG,2~3,990.6,4953.0,RG6209,,
5,,,,,,,,,,
6,D1_27/16_4,43 -- 56,RC,RG,2~3,998.5,4992.5,RG6209,,
7,,,,,,,,Ni - 43,,
8,D1_27/16_5,56 -- 68,RC,RG,2~3,997.3,4986.5,RG6209,,
9,,,,,,,,,,
10,D1_27/16_6,68 -- 84,RC,RG,2~3,1194.4,5972.0,RG6209,,
11,,,,,,,,,,
12,,,,,TOTAL,5160.5,25802.5,,,
0,B1_31/16_1,0 -- 16,RC,RG,2~3,1251.4,6257.0,RG6209,,
1,,,,,,,,,,
2,B1_31/16_2,16 -- 26,RC,PF-OV,12*10,720.7,3603.5,CPFOV12X10RC,,
3,,,,,,,,,,
4,B1_31/16_3,26 -- 34,RC,PF-OV,10*8,516.7,2583.5,CPFOV10X8RC,,
5,,,,,,,,,,
6,B1_31/16_4,34 -- 40,RC,PF-BG,8*4,450.5,2252.5,CPFBG8X4RC,,
7,,,,,,,,NI - 34,,
8,B1_31/16_5,40 -- 50,MC,PF-BG,10*5,712.3,3561.5,CPFBG10X5MC,,
9,,,,,,,,,,
10,B1_31/16_6,50 -- 57,RC,PF-BG,12*6,508.5,2542.5,CPFBG12X6RC,,
11,,,,,,,,,,
12,B1_31/16_7,57 -- 65,MC,PF-BG,15*7,503.3,2516.5,CPFBG15X7MC,,
13,,,,,,,,,,
14,B1_31/16_8,65 -- 72,RC,PF-CU,14*12,481.0,2405.0,CPFCU14X12RC,,
15,,,,,,,,,,
16,B1_31/16_9,72 -- 80,RC,PF-RD,16,527.3,2636.5,CPFRD16RC,,
17,,,,,,,,,,
18,B1_31/16_10,80 -- 96,RC,RG,2~3,1256.2,6281.0,RG6209,,
19,,,,,,,,,,
20,,,,,TOTAL,6927.9,34639.5,,,
0,B1_34/16_1,0 -- 16,RC,RG,2~3,1255.4,6277.0,RG6209,,
1,,,,,,,,,,
2,B1_34/16_2,16 -- 27,MC,PF-OT-RE,190~210,602.9,3014.5,PF15032,,
3,,,,,,,,,,
4,B1_34/16_3,27 -- 40,MC,PF-OV-RE,16*12,1017.5,5087.5,PF13036,,
5,,,,,,,,,,
6,B1_34/16_4,40 -- 50,SC,PF-MX-RE,MX,811.7,4058.5,PF12274,,
7,,,,,,,,NI - 40,,
8,B1_34/16_5,50 -- 57,MC,PF-OV-RE,6*4,601.9,3009.5,PF6910,,
9,,,,,,,,,,
10,B1_34/16_6,57 -- 68,SC,PF-MX-RE,MX,786.3,3931.5,PF12275,,
11,,,,,,,,,,
12,B1_34/16_7,68 -- 75,MC,PF-TR-RE,12,513.0,2565.0,PF13052,,
13,,,,,,,,,,
14,B1_34/16_8,75 -- 83,SC,PF-MX-RE,20~30,500.6,2503.0,PF12572,,
15,,,,,,,,,,
16,B1_34/16_9,83 -- 98,RC,RG,2~3,1250.0,6250.0,RG6209,,
17,,,,,,,,,,
18,,,,,TOTAL,7339.3,36696.5,,,
0,D1_34/16_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
2,D1_34/16_2,18 -- 31,SC,PF-MX-RE,MX,980.4,4902.0,PF12094,,
3,,,,,,,,,,
4,D1_34/16_3,31 -- 38,MC,PF-OV-RE,12*10,544.2,2721.0,PF7062,,
5,,,,,,,,,,
6,D1_34/16_4,38 -- 50,MC,PF-PS-RE,6*4,997.2,4986.0,PF6915,,
7,,,,,,,,NI - 38,,
8,D1_34/16_5,50 -- 58,RC,PF-CU-RE,7,601.8,3009.0,PF15112,,
9,,,,,,,,,,
10,D1_34/16_6,58 -- 68,RC,PF-PS-RE,MX,774.2,3871.0,PF12321,,
11,,,,,,,,,,
12,D1_34/16_7,68 -- 77,MC,PF-OV-RE,16*12,584.3,2921.5,PF13038,,
13,,,,,,,,,,
14,D1_34/16_8,77 -- 85,MC,PF-OT-RE,16*12,598.1,2990.5,PF12280,,
15,,,,,,,,,,
16,,,,,TOTAL,5080.2,25401.0,,,
0,B1_37/16_1,0 -- 16,RC,RG,2~3,1267.6,6338.0,RG6209,,
1,,,,,,,,,,
2,B1_37/16_2,16 -- 25,SC,PF-MX-RE,FREE,622.3,3111.5,PF12195,,
3,,,,,,,,,,
4,B1_37/16_3,25 -- 35,RC,PF-MX-RE,MX,676.8,3384.0,PF15212,,
5,,,,,,,,,,
6,B1_37/16_4,35 -- 44,RC,PF-MX-RE,MX,701.5,3507.5,PF15152,,
7,,,,,,,,Ni - 35,,
8,B1_37/16_5,44 -- 52,RC,PF-OV-RE,14*12,589.1,2945.5,PF15257,,
9,,,,,,,,,,
10,B1_37/16_6,52 -- 62,RC,PF-OV-RE,14*10,783.5,3917.5,PF15256,,
11,,,,,,,,,,
12,B1_37/16_7,62 -- 72,RC,PF-PS-RE,15*10,817.9,4089.5,PF15215,,
13,,,,,,,,,,
14,B1_37/16_8,72 -- 81,OLD,PF-OT-RE,12*10,610.2,3051.0,PF13068,,
15,,,,,,,,,,
16,B1_37/16_9,81 -- 97,RC,RG,2~3,1266.0,6330.0,RG6209,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,,TOTAL,7334.9,36674.5,,,
0,B1_42/16_1,0 -- 17,RC,RG,2~3,1256.7,6283.5,RG6209,,
1,,,,,,,,,,
2,B1_42/16_2,17 -- 31,RC,RG,3~5,1068.4,5342.0,RG22256,,
3,,,,,,,,,,
4,B1_42/16_3,31 -- 34,RC,RG,2~3,238.3,1191.5,RG6209,,
5,,,,,,,,,,
6,B1_42/16_4,34 -- 44,MC,PF-PS,14*10,760.2,3801.0,CPFPS14X10MC,,
7,,,,,,,, NI - 34,,
8,B1_42/16_5,44 -- 58,RC,RG,2~3,1109.8,5549.0,RG5247,,
9,,,,,,,,,,
10,B1_42/16_6,58 -- 69,RC,RG,2~3,898.0,4490.0,RG5270,,
11,,,,,,,,,,
12,B1_42/16_7,69 -- 80,RC,PF-PS,14*10,842.1,4210.5,PF15469,,
13,,,,,,,,,,
14,B1_42/16_8,80 -- 96,RC,RG,2~3,1251.6,6258.0,RG6209,,
15,,,,,,,,,,
16,,,,,TOTAL,7425.1,37125.5,,,
0,D1_42/16_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
2,D1_42/16_2,18 -- 31,MD,PF-MX,5~9,1003.4,5017.0,C0018N,,
3,,,,,,,,,,
4,D1_42/16_3,31 -- 43,MD,PF-MX,5~9,1003.5,5017.5,C0018N,,
5,,,,,,,,,,
6,D1_42/16_4,43 -- 55,MD,PF-MX,5~9,1006.3,5031.5,C0018N,,
7,,,,,,,,NI - 43,,
8,D1_42/16_5,55 -- 68,MD,PF-MX,5~9,1009.5,5047.5,C0018N,,
9,,,,,,,,,,
10,D1_42/16_6,68 -- 80,MD,PF-MX,5~9,1003.2,5016.0,C0018N,,
11,,,,,,,,,,
12,,,,,TOTAL,5025.9,25129.5,,,
0,B1_44/16_1,0 -- 16,RC,RG,2~3,1137.1,5685.5,RG5278,,
1,,,,,,,,,,
2,B1_44/16_2,16 -- 29,RC,RG-RE,2~3,939.1,4695.5,RG6175,,
3,,,,,,,,,,
4,B1_44/16_3,29 -- 37,MC,PF-OT-RE,12*10,526.3,2631.5,PF12779,,
5,,,,,,,,,,
6,B1_44/16_4,37 -- 46,RC,RG-RE,5~9,689.8,3449.0,RG6222,,
7,,,,,,,,NI - 37,,
8,B1_44/16_5,46 -- 54,DC,PF-MX-RE,MX,478.9,2394.5,PF12917,,
9,,,,,,,,,,
10,B1_44/16_6,54 -- 65,RC,RG-RE,5~9,715.2,3576.0,RG6222,,
11,,,,,,,,,,
12,B1_44/16_7,65 -- 74,MC,PF-SQ-RE,14~16,709.2,3546.0,PF12764,,
13,,,,,,,,,,
14,B1_44/16_8,74 -- 83,MC,RG-RE,5~7,594.1,2970.5,RG10832,,
15,,,,,,,,,,
16,B1_44/16_9,83 -- 98,MD,PF-MX,1~2,1100.1,5500.5,C0018N,,
17,,,,,,,,,,
18,,,,,TOTAL,6889.8,34449.0,,,
0,D1_46/16_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
2,D1_46/16_2,18 -- 31,RC,RG-RE,2~3,1005.0,5025.0,RG6175,,
3,,,,,,,,,,
4,D1_46/16_3,31 -- 40,SC,PF-TR-RE,10,675.3,3376.5,PF12093,,
5,,,,,,,,,,
6,D1_46/16_4,40 -- 48,SC,PF-MX-RE,18~22,531.6,2658.0,PF12147,,
7,,,,,,,,NI - 40,,
8,D1_46/16_5,48 -- 57,RC,RG-RE,3~5,621.7,3108.5,RG6225,,
9,,,,,,,,,,
10,D1_46/16_6,57 -- 71,RC,RG-RE,3~5,1143.5,5717.5,RG6221,,
11,,,,,,,,,,
12,D1_46/16_7,71 -- 79,RC,RG-RE,6~7,500.3,2501.5,RG22151,,
13,,,,,,,,,,
14,,,,,TOTAL,4477.4,22387.0,,,
0,B1_48/16_1,0 -- 16,RC,RG,2~3,1266.4,6332.0,RG6209,,
1,,,,,,,,B1_27/16_8,,
2,B1_48/16_2,16 -- 25,RC,RG,2~3,672.5,3362.5,RG5311,,
3,,,,,,,,,,
4,B1_48/16_3,25 -- 32,RC,PF-OT,18*13,477.1,2385.5,CPFOT18X13RC,,
5,,,,,,,,,,
6,B1_48/16_4,32 -- 39,MC,PF-PS,8*6,487.4,2437.0,CPFPS8X6MC,,
7,,,,,,,,NI - 32,,
8,B1_48/16_5,39 -- 47,MC,PF-BG,10*5,604.8,3024.0,CPFBG10X5MC,,
9,,,,,,,,,,
10,B1_48/16_6,47 -- 59,MC,PF-BG,12*6,878.7,4393.5,PF15512,,
11,,,,,,,,,,
12,B1_48/16_7,59 -- 66,MC,PF-PS,12*8,583.2,2916.0,CPFPS12X8MC,,
13,,,,,,,,,,
14,B1_48/16_8,66 -- 73,RC,RG,2~3,451.8,2259.0,RG6253,,
15,,,,,,,,,,
16,B1_48/16_9,73 -- 76,RC,RG,2~3,165.3,826.5,RG5279,,
17,,,,,,,,,,
18,B1_48/16_10,76 -- 85,RC,PF-OV,16*12,759.3,3796.5,PF15516,,
19,,,,,,,,,,
20,B1_48/16_11,85 -- 100,RC,RG,2~3,1249.9,6249.5,RG6209,,
21,,,,,,,,B1_27/16_1,,
22,,,,,,,,,,
23,,,,,TOTAL,7596.4,37982.0,,,
0,B1_02/17_1,0 -- 15,RC,RG,2~3,1256.2,6281.0,RG6209,,
1,,,,,,,,B1_31/16_10,,
2,B1_02/17_2,15 -- 29,RC,RG-RE,2~3,1033.0,5165.0,RG6175,,
3,,,,,,,,,,
4,B1_02/17_3,29 -- 39,RC,RG-RE,2~3,754.8,3774.0,RG6175,,
5,,,,,,,,,,
6,B1_02/17_4,39 -- 48,RC,RG-RE,15~25,562.1,2810.5,RG6228,,
7,,,,,,,,NI - 39,,
8,B1_02/17_5,48 -- 54,BC,RG-RE,25~35,377.2,1886.0,RG20017,,
9,,,,,,,,,,
10,B1_02/17_6,54 -- 62,RC,RG-RE,2~3,572.2,2861.0,RG6175,,
11,,,,,,,,,,
12,B1_02/17_7,62 -- 68,RC,RG-RE,2~3,343.8,1719.0,RG6175,,
13,,,,,,,,,,
14,B1_02/17_8,68 -- 78,MC,PF-MX-RE,MX,818.5,4092.5,PF15193,,
15,,,,,,,,,,
16,B1_02/17_9,78 -- 86,RC,RG-RE,2~3,514.8,2574.0,RG6220,,
17,,,,,,,,,,
18,B1_02/17_10,86 -- 100,RC,RG,2~3,1251.4,6257.0,RG6209,,
19,,,,,,,,B1_31/16_1,,
20,,,,,,,,,,
21,,,,,TOTAL,7484.0,37420.0,,,
0,D1_05/17_1,0 -- 18,-,-,-,0.0,0.0,,,
1,,,,,,,,,,
